"TIME","GEO","CITIZEN","SEX","AGE","DECISION","UNIT","Value"
"2014Q3","Finland","Total","Total","Total","Geneva Convention status","Person","115"
"2014Q3","Sweden","Total","Total","Total","Geneva Convention status","Person","2,490"
"2014Q3","United Kingdom","Total","Total","Total","Geneva Convention status","Person","2,690"
"2014Q3","Norway","Total","Total","Total","Geneva Convention status","Person","935"
"2014Q4","Belgium","Total","Total","Total","Geneva Convention status","Person","2,320"
"2014Q4","Bulgaria","Total","Total","Total","Geneva Convention status","Person","1,840"
"2014Q4","Czech Republic","Total","Total","Total","Geneva Convention status","Person","15"
"2014Q4","Denmark","Total","Total","Total","Geneva Convention status","Person","1,200"
"2014Q4","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Geneva Convention status","Person","13,875"
"2014Q4","Estonia","Total","Total","Total","Geneva Convention status","Person","5"
"2014Q4","Ireland","Total","Total","Total","Geneva Convention status","Person","50"
"2014Q4","Greece","Total","Total","Total","Geneva Convention status","Person","475"
"2014Q4","Spain","Total","Total","Total","Geneva Convention status","Person","125"
"2014Q4","France","Total","Total","Total","Geneva Convention status","Person","3,905"
"2014Q4","Italy","Total","Total","Total","Geneva Convention status","Person","665"
"2014Q4","Cyprus","Total","Total","Total","Geneva Convention status","Person","10"
"2014Q4","Latvia","Total","Total","Total","Geneva Convention status","Person","0"
"2014Q4","Lithuania","Total","Total","Total","Geneva Convention status","Person","0"
"2014Q4","Luxembourg","Total","Total","Total","Geneva Convention status","Person","50"
"2014Q4","Hungary","Total","Total","Total","Geneva Convention status","Person","45"
"2014Q4","Malta","Total","Total","Total","Geneva Convention status","Person","105"
"2014Q4","Netherlands","Total","Total","Total","Geneva Convention status","Person","1,050"
"2014Q4","Austria","Total","Total","Total","Geneva Convention status","Person","2,690"
"2014Q4","Poland","Total","Total","Total","Geneva Convention status","Person","60"
"2014Q4","Portugal","Total","Total","Total","Geneva Convention status","Person","15"
"2014Q4","Romania","Total","Total","Total","Geneva Convention status","Person","110"
"2014Q4","Slovenia","Total","Total","Total","Geneva Convention status","Person","10"
"2014Q4","Slovakia","Total","Total","Total","Geneva Convention status","Person","0"
"2014Q4","Finland","Total","Total","Total","Geneva Convention status","Person","160"
"2014Q4","Sweden","Total","Total","Total","Geneva Convention status","Person","3,700"
"2014Q4","United Kingdom","Total","Total","Total","Geneva Convention status","Person","3,475"
"2014Q4","Norway","Total","Total","Total","Geneva Convention status","Person","1,035"
"2015Q1","Belgium","Total","Total","Total","Geneva Convention status","Person","2,135"
"2015Q1","Bulgaria","Total","Total","Total","Geneva Convention status","Person","1,025"
"2015Q1","Czech Republic","Total","Total","Total","Geneva Convention status","Person","5"
"2015Q1","Denmark","Total","Total","Total","Geneva Convention status","Person","2,620"
"2015Q1","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Geneva Convention status","Person","20,510"
"2015Q1","Estonia","Total","Total","Total","Geneva Convention status","Person","0"
"2015Q1","Ireland","Total","Total","Total","Geneva Convention status","Person","30"
"2015Q1","Greece","Total","Total","Total","Geneva Convention status","Person","920"
"2015Q1","Spain","Total","Total","Total","Geneva Convention status","Person","65"
"2015Q1","France","Total","Total","Total","Geneva Convention status","Person","3,790"
"2015Q1","Italy","Total","Total","Total","Geneva Convention status","Person","705"
"2015Q1","Cyprus","Total","Total","Total","Geneva Convention status","Person","40"
"2015Q1","Latvia","Total","Total","Total","Geneva Convention status","Person","0"
"2015Q1","Lithuania","Total","Total","Total","Geneva Convention status","Person","0"
"2015Q1","Luxembourg","Total","Total","Total","Geneva Convention status","Person","60"
"2015Q1","Hungary","Total","Total","Total","Geneva Convention status","Person","30"
"2015Q1","Malta","Total","Total","Total","Geneva Convention status","Person","65"
"2015Q1","Netherlands","Total","Total","Total","Geneva Convention status","Person","2,605"
"2015Q1","Austria","Total","Total","Total","Geneva Convention status","Person","2,130"
"2015Q1","Poland","Total","Total","Total","Geneva Convention status","Person","65"
"2015Q1","Portugal","Total","Total","Total","Geneva Convention status","Person","20"
"2015Q1","Romania","Total","Total","Total","Geneva Convention status","Person","55"
"2015Q1","Slovenia","Total","Total","Total","Geneva Convention status","Person","10"
"2015Q1","Slovakia","Total","Total","Total","Geneva Convention status","Person","0"
"2015Q1","Finland","Total","Total","Total","Geneva Convention status","Person","185"
"2015Q1","Sweden","Total","Total","Total","Geneva Convention status","Person","2,400"
"2015Q1","United Kingdom","Total","Total","Total","Geneva Convention status","Person","3,695"
"2015Q1","Norway","Total","Total","Total","Geneva Convention status","Person","1,285"
"2015Q2","Belgium","Total","Total","Total","Geneva Convention status","Person","2,060"
"2015Q2","Bulgaria","Total","Total","Total","Geneva Convention status","Person","1,625"
"2015Q2","Czech Republic","Total","Total","Total","Geneva Convention status","Person","20"
"2015Q2","Denmark","Total","Total","Total","Geneva Convention status","Person","1,800"
"2015Q2","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Geneva Convention status","Person","19,035"
"2015Q2","Estonia","Total","Total","Total","Geneva Convention status","Person","10"
"2015Q2","Ireland","Total","Total","Total","Geneva Convention status","Person","30"
"2015Q2","Greece","Total","Total","Total","Geneva Convention status","Person","1,050"
"2015Q2","Spain","Total","Total","Total","Geneva Convention status","Person","70"
"2015Q2","France","Total","Total","Total","Geneva Convention status","Person","4,025"
"2015Q2","Italy","Total","Total","Total","Geneva Convention status","Person","770"
"2015Q2","Cyprus","Total","Total","Total","Geneva Convention status","Person","55"
"2015Q2","Latvia","Total","Total","Total","Geneva Convention status","Person","0"
"2015Q2","Lithuania","Total","Total","Total","Geneva Convention status","Person","10"
"2015Q2","Luxembourg","Total","Total","Total","Geneva Convention status","Person","15"
"2015Q2","Hungary","Total","Total","Total","Geneva Convention status","Person","40"
"2015Q2","Malta","Total","Total","Total","Geneva Convention status","Person","65"
"2015Q2","Netherlands","Total","Total","Total","Geneva Convention status","Person","810"
"2015Q2","Austria","Total","Total","Total","Geneva Convention status","Person","3,140"
"2015Q2","Poland","Total","Total","Total","Geneva Convention status","Person","35"
"2015Q2","Portugal","Total","Total","Total","Geneva Convention status","Person","5"
"2015Q2","Romania","Total","Total","Total","Geneva Convention status","Person","70"
"2015Q2","Slovenia","Total","Total","Total","Geneva Convention status","Person","10"
"2015Q2","Slovakia","Total","Total","Total","Geneva Convention status","Person","0"
"2015Q2","Finland","Total","Total","Total","Geneva Convention status","Person","205"
"2015Q2","Sweden","Total","Total","Total","Geneva Convention status","Person","3,150"
"2015Q2","United Kingdom","Total","Total","Total","Geneva Convention status","Person","2,835"
"2015Q2","Norway","Total","Total","Total","Geneva Convention status","Person","1,250"
"2015Q3","Belgium","Total","Total","Total","Geneva Convention status","Person","2,055"
"2015Q3","Bulgaria","Total","Total","Total","Geneva Convention status","Person","1,475"
"2015Q3","Czech Republic","Total","Total","Total","Geneva Convention status","Person","10"
"2015Q3","Denmark","Total","Total","Total","Geneva Convention status","Person","1,415"
"2015Q3","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Geneva Convention status","Person","26,170"
"2015Q3","Estonia","Total","Total","Total","Geneva Convention status","Person","5"
"2015Q3","Ireland","Total","Total","Total","Geneva Convention status","Person","45"
"2015Q3","Greece","Total","Total","Total","Geneva Convention status","Person","1,125"
"2015Q3","Spain","Total","Total","Total","Geneva Convention status","Person","35"
"2015Q3","France","Total","Total","Total","Geneva Convention status","Person","4,130"
"2015Q3","Italy","Total","Total","Total","Geneva Convention status","Person","1,005"
"2015Q3","Cyprus","Total","Total","Total","Geneva Convention status","Person","50"
"2015Q3","Latvia","Total","Total","Total","Geneva Convention status","Person","5"
"2015Q3","Lithuania","Total","Total","Total","Geneva Convention status","Person","0"
"2015Q3","Luxembourg","Total","Total","Total","Geneva Convention status","Person","30"
"2015Q3","Hungary","Total","Total","Total","Geneva Convention status","Person","35"
"2015Q3","Malta","Total","Total","Total","Geneva Convention status","Person","55"
"2015Q3","Netherlands","Total","Total","Total","Geneva Convention status","Person","1,010"
"2015Q3","Austria","Total","Total","Total","Geneva Convention status","Person","3,125"
"2015Q3","Poland","Total","Total","Total","Geneva Convention status","Person","210"
"2015Q3","Portugal","Total","Total","Total","Geneva Convention status","Person","5"
"2015Q3","Romania","Total","Total","Total","Geneva Convention status","Person","65"
"2015Q3","Slovenia","Total","Total","Total","Geneva Convention status","Person","5"
"2015Q3","Slovakia","Total","Total","Total","Geneva Convention status","Person","0"
"2015Q3","Finland","Total","Total","Total","Geneva Convention status","Person","270"
"2015Q3","Sweden","Total","Total","Total","Geneva Convention status","Person","3,330"
"2015Q3","United Kingdom","Total","Total","Total","Geneva Convention status","Person","2,835"
"2015Q3","Norway","Total","Total","Total","Geneva Convention status","Person","1,415"
"2015Q4","Belgium","Total","Total","Total","Geneva Convention status","Person","2,580"
"2015Q4","Bulgaria","Total","Total","Total","Geneva Convention status","Person","580"
"2015Q4","Czech Republic","Total","Total","Total","Geneva Convention status","Person","15"
"2015Q4","Denmark","Total","Total","Total","Geneva Convention status","Person","1,770"
"2015Q4","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Geneva Convention status","Person","71,420"
"2015Q4","Estonia","Total","Total","Total","Geneva Convention status","Person","5"
"2015Q4","Ireland","Total","Total","Total","Geneva Convention status","Person","45"
"2015Q4","Greece","Total","Total","Total","Geneva Convention status","Person","575"
"2015Q4","Spain","Total","Total","Total","Geneva Convention status","Person","45"
"2015Q4","France","Total","Total","Total","Geneva Convention status","Person","4,840"
"2015Q4","Italy","Total","Total","Total","Geneva Convention status","Person","1,090"
"2015Q4","Cyprus","Total","Total","Total","Geneva Convention status","Person","55"
"2015Q4","Latvia","Total","Total","Total","Geneva Convention status","Person","5"
"2015Q4","Lithuania","Total","Total","Total","Geneva Convention status","Person","5"
"2015Q4","Luxembourg","Total","Total","Total","Geneva Convention status","Person","65"
"2015Q4","Hungary","Total","Total","Total","Geneva Convention status","Person","40"
"2015Q4","Malta","Total","Total","Total","Geneva Convention status","Person","75"
"2015Q4","Netherlands","Total","Total","Total","Geneva Convention status","Person","2,230"
"2015Q4","Austria","Total","Total","Total","Geneva Convention status","Person","4,195"
"2015Q4","Poland","Total","Total","Total","Geneva Convention status","Person","35"
"2015Q4","Portugal","Total","Total","Total","Geneva Convention status","Person","0"
"2015Q4","Romania","Total","Total","Total","Geneva Convention status","Person","55"
"2015Q4","Slovenia","Total","Total","Total","Geneva Convention status","Person","10"
"2015Q4","Slovakia","Total","Total","Total","Geneva Convention status","Person","0"
"2015Q4","Finland","Total","Total","Total","Geneva Convention status","Person","405"
"2015Q4","Sweden","Total","Total","Total","Geneva Convention status","Person","3,865"
"2015Q4","United Kingdom","Total","Total","Total","Geneva Convention status","Person","2,810"
"2015Q4","Norway","Total","Total","Total","Geneva Convention status","Person","1,460"
"2016Q1","Belgium","Total","Total","Total","Geneva Convention status","Person","3,010"
"2016Q1","Bulgaria","Total","Total","Total","Geneva Convention status","Person","165"
"2016Q1","Czech Republic","Total","Total","Total","Geneva Convention status","Person","85"
"2016Q1","Denmark","Total","Total","Total","Geneva Convention status","Person","1,120"
"2016Q1","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Geneva Convention status","Person","92,565"
"2016Q1","Estonia","Total","Total","Total","Geneva Convention status","Person","10"
"2016Q1","Ireland","Total","Total","Total","Geneva Convention status","Person","90"
"2016Q1","Greece","Total","Total","Total","Geneva Convention status","Person","370"
"2016Q1","Spain","Total","Total","Total","Geneva Convention status","Person","95"
"2016Q1","France","Total","Total","Total","Geneva Convention status","Person","4,020"
"2016Q1","Italy","Total","Total","Total","Geneva Convention status","Person","785"
"2016Q1","Cyprus","Total","Total","Total","Geneva Convention status","Person","75"
"2016Q1","Latvia","Total","Total","Total","Geneva Convention status","Person","15"
"2016Q1","Lithuania","Total","Total","Total","Geneva Convention status","Person","10"
"2016Q1","Luxembourg","Total","Total","Total","Geneva Convention status","Person","130"
"2016Q1","Hungary","Total","Total","Total","Geneva Convention status","Person","40"
"2016Q1","Malta","Total","Total","Total","Geneva Convention status","Person","50"
"2016Q1","Netherlands","Total","Total","Total","Geneva Convention status","Person","3,880"
"2016Q1","Austria","Total","Total","Total","Geneva Convention status","Person","5,145"
"2016Q1","Poland","Total","Total","Total","Geneva Convention status","Person","25"
"2016Q1","Portugal","Total","Total","Total","Geneva Convention status","Person","10"
"2016Q1","Romania","Total","Total","Total","Geneva Convention status","Person","40"
"2016Q1","Slovenia","Total","Total","Total","Geneva Convention status","Person","15"
"2016Q1","Slovakia","Total","Total","Total","Geneva Convention status","Person","0"
"2016Q1","Finland","Total","Total","Total","Geneva Convention status","Person","810"
"2016Q1","Sweden","Total","Total","Total","Geneva Convention status","Person","2,660"
"2016Q1","United Kingdom","Total","Total","Total","Geneva Convention status","Person","2,320"
"2016Q1","Norway","Total","Total","Total","Geneva Convention status","Person","1,555"
"2016Q2","Belgium","Total","Total","Total","Geneva Convention status","Person","3,465"
"2016Q2","Bulgaria","Total","Total","Total","Geneva Convention status","Person","115"
"2016Q2","Czech Republic","Total","Total","Total","Geneva Convention status","Person","40"
"2016Q2","Denmark","Total","Total","Total","Geneva Convention status","Person","1,750"
"2016Q2","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Geneva Convention status","Person","56,245"
"2016Q2","Estonia","Total","Total","Total","Geneva Convention status","Person","20"
"2016Q2","Ireland","Total","Total","Total","Geneva Convention status","Person","95"
"2016Q2","Greece","Total","Total","Total","Geneva Convention status","Person","455"
"2016Q2","Spain","Total","Total","Total","Geneva Convention status","Person","65"
"2016Q2","France","Total","Total","Total","Geneva Convention status","Person","5,185"
"2016Q2","Italy","Total","Total","Total","Geneva Convention status","Person","1,475"
"2016Q2","Cyprus","Total","Total","Total","Geneva Convention status","Person","30"
"2016Q2","Latvia","Total","Total","Total","Geneva Convention status","Person","10"
"2016Q2","Lithuania","Total","Total","Total","Geneva Convention status","Person","15"
"2016Q2","Luxembourg","Total","Total","Total","Geneva Convention status","Person","130"
"2016Q2","Hungary","Total","Total","Total","Geneva Convention status","Person","50"
"2016Q2","Malta","Total","Total","Total","Geneva Convention status","Person","45"
"2016Q2","Netherlands","Total","Total","Total","Geneva Convention status","Person","3,305"
"2016Q2","Austria","Total","Total","Total","Geneva Convention status","Person","6,495"
"2016Q2","Poland","Total","Total","Total","Geneva Convention status","Person","20"
"2016Q2","Portugal","Total","Total","Total","Geneva Convention status","Person","20"
"2016Q2","Romania","Total","Total","Total","Geneva Convention status","Person","95"
"2016Q2","Slovenia","Total","Total","Total","Geneva Convention status","Person","25"
"2016Q2","Slovakia","Total","Total","Total","Geneva Convention status","Person","0"
"2016Q2","Finland","Total","Total","Total","Geneva Convention status","Person","935"
"2016Q2","Sweden","Total","Total","Total","Geneva Convention status","Person","3,785"
"2016Q2","United Kingdom","Total","Total","Total","Geneva Convention status","Person","2,090"
"2016Q2","Norway","Total","Total","Total","Geneva Convention status","Person","3,245"
"2016Q3","Belgium","Total","Total","Total","Geneva Convention status","Person","2,740"
"2016Q3","Bulgaria","Total","Total","Total","Geneva Convention status","Person","210"
"2016Q3","Czech Republic","Total","Total","Total","Geneva Convention status","Person","5"
"2016Q3","Denmark","Total","Total","Total","Geneva Convention status","Person","755"
"2016Q3","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Geneva Convention status","Person","48,025"
"2016Q3","Estonia","Total","Total","Total","Geneva Convention status","Person","25"
"2016Q3","Ireland","Total","Total","Total","Geneva Convention status","Person","135"
"2016Q3","Greece","Total","Total","Total","Geneva Convention status","Person","500"
"2016Q3","Spain","Total","Total","Total","Geneva Convention status","Person","60"
"2016Q3","France","Total","Total","Total","Geneva Convention status","Person","4,470"
"2016Q3","Italy","Total","Total","Total","Geneva Convention status","Person","1,195"
"2016Q3","Cyprus","Total","Total","Total","Geneva Convention status","Person","40"
"2016Q3","Latvia","Total","Total","Total","Geneva Convention status","Person","5"
"2016Q3","Lithuania","Total","Total","Total","Geneva Convention status","Person","45"
"2016Q3","Luxembourg","Total","Total","Total","Geneva Convention status","Person","230"
"2016Q3","Hungary","Total","Total","Total","Geneva Convention status","Person","40"
"2016Q3","Malta","Total","Total","Total","Geneva Convention status","Person","40"
"2016Q3","Netherlands","Total","Total","Total","Geneva Convention status","Person","1,915"
"2016Q3","Austria","Total","Total","Total","Geneva Convention status","Person","5,830"
"2016Q3","Poland","Total","Total","Total","Geneva Convention status","Person","25"
"2016Q3","Portugal","Total","Total","Total","Geneva Convention status","Person","35"
"2016Q3","Romania","Total","Total","Total","Geneva Convention status","Person","185"
"2016Q3","Slovenia","Total","Total","Total","Geneva Convention status","Person","45"
"2016Q3","Slovakia","Total","Total","Total","Geneva Convention status","Person","0"
"2016Q3","Finland","Total","Total","Total","Geneva Convention status","Person","1,065"
"2016Q3","Sweden","Total","Total","Total","Geneva Convention status","Person","3,865"
"2016Q3","United Kingdom","Total","Total","Total","Geneva Convention status","Person","1,740"
"2016Q3","Norway","Total","Total","Total","Geneva Convention status","Person","4,120"
"2016Q4","Belgium","Total","Total","Total","Geneva Convention status","Person","2,540"
"2016Q4","Bulgaria","Total","Total","Total","Geneva Convention status","Person","275"
"2016Q4","Czech Republic","Total","Total","Total","Geneva Convention status","Person","10"
"2016Q4","Denmark","Total","Total","Total","Geneva Convention status","Person","650"
"2016Q4","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Geneva Convention status","Person","59,300"
"2016Q4","Estonia","Total","Total","Total","Geneva Convention status","Person","10"
"2016Q4","Ireland","Total","Total","Total","Geneva Convention status","Person","125"
"2016Q4","Greece","Total","Total","Total","Geneva Convention status","Person","1,145"
"2016Q4","Spain","Total","Total","Total","Geneva Convention status","Person","130"
"2016Q4","France","Total","Total","Total","Geneva Convention status","Person","5,045"
"2016Q4","Italy","Total","Total","Total","Geneva Convention status","Person","1,345"
"2016Q4","Cyprus","Total","Total","Total","Geneva Convention status","Person","65"
"2016Q4","Latvia","Total","Total","Total","Geneva Convention status","Person","10"
"2016Q4","Lithuania","Total","Total","Total","Geneva Convention status","Person","115"
"2016Q4","Luxembourg","Total","Total","Total","Geneva Convention status","Person","250"
"2016Q4","Hungary","Total","Total","Total","Geneva Convention status","Person","25"
"2016Q4","Malta","Total","Total","Total","Geneva Convention status","Person","30"
"2016Q4","Netherlands","Total","Total","Total","Geneva Convention status","Person","640"
"2016Q4","Austria","Total","Total","Total","Geneva Convention status","Person","7,215"
"2016Q4","Poland","Total","Total","Total","Geneva Convention status","Person","40"
"2016Q4","Portugal","Total","Total","Total","Geneva Convention status","Person","35"
"2016Q4","Romania","Total","Total","Total","Geneva Convention status","Person","280"
"2016Q4","Slovenia","Total","Total","Total","Geneva Convention status","Person","50"
"2016Q4","Slovakia","Total","Total","Total","Geneva Convention status","Person","0"
"2016Q4","Finland","Total","Total","Total","Geneva Convention status","Person","1,510"
"2016Q4","Sweden","Total","Total","Total","Geneva Convention status","Person","6,565"
"2016Q4","United Kingdom","Total","Total","Total","Geneva Convention status","Person","2,260"
"2016Q4","Norway","Total","Total","Total","Geneva Convention status","Person","2,650"
